,City_1,City_2,Avg_Price
400,Billund BLL,Dublin DUB,58.64001823330425
401,Bordeaux BOD,Naples NAP V72446,59.6115
402,Hamburg HAM,Oslo OSLOslo (Gardermoen) OSL,95.6478201754386
403,Stuttgart STR,Berlin TXLBerlin (Tegel) TXL U25592,82.32901960784314
404,Brussels CRLBrussels (Charleroi) CRL,Manchester MAN FR3239,69.89360785061481
405,Toulouse TLS,London LTNLondon (Luton) LTN U22078,84.75305555555556
406,Zadar ZAD,London STNLondon (Stansted) STN FR8389,98.50451096589245
407,Copenhagen CPH,Venice VCEVenice (Marco Polo) VCE DY3740,97.39666666666666
408,Zadar ZAD,Berlin TXLBerlin (Tegel) TXL U25764,105.03377295543257
409,Zakinthos ZTH,London LGWLondon (Gatwick) LGW MT1383,157.87349999999998
410,Moscow VKOMoscow (Vnukovo) VKO,Cologne CGNCologne-Bonn CGN DP819,206.90288402476557
411,Trondheim TRD,Oslo OSLOslo (Gardermoen) OSL DY757,232.9
412,Kazan KZN,Antalya AYT DP957,302.2171428571429
413,Split SPU,Prague PRG QS1083,461.1689744387959
414,Cologne CGNCologne-Bonn CGN,Zagreb ZAG,204.7394042328754
415,Milan BGYMilan (Bergamo) BGY,Malaga AGP,173.25212527964206
416,Malta MLA,Barcelona BCN,73.89954545454545
417,Goteborg GOTGoteborg (Landvetter) GOT,Berlin TXLBerlin (Tegel) TXL,31.695
418,Mikonos JMK,Lyon LYS,87.01
419,Manchester MAN,Berlin TXLBerlin (Tegel) TXL U21895,52.169999999999995
420,Milan BGYMilan (Bergamo) BGY,Krakow KRK,62.940473787741986
421,Gdansk GDN,Tromso TOS,34.223571428571425
422,Brussels CRLBrussels (Charleroi) CRL,Beziers BZR,38.66386963167943
423,Milan BGYMilan (Bergamo) BGY,Timisoara TSR W63552,38.2800103215993
424,Milan BGYMilan (Bergamo) BGY,Porto OPO,78.33587722992881
425,Corfu CFU,Milan BGYMilan (Bergamo) BGY,50.57180327868853
426,Manchester MAN,Hamburg HAM FR3501,55.435860031512604
427,Copenhagen CPH,Milan MXPMilan (Malpensa) MXP U22656,56.229099616858235
428,Dublin DUB,East Midla EMA FR534,66.90022405070528
429,East Midla EMA,Dublin DUB FR535,73.46289642857143
430,Faro FAO,East Midla EMA FR1957,105.53240601503758
431,Dublin DUB,Milan MXPMilan (Malpensa) MXP FR1454,75.16719637296208
432,Athens ATH,Marrakech RAK FR5291,75.87555555555554
433,Oslo TRFOslo (Torp) TRF,Bucharest OTPBucharest (Otopeni) OTP W63216,100.81275776397516
434,Corfu CFU,London LGWLondon (Gatwick) LGW MT1027,124.10009803921568
435,Lisbon LIS,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U27685,96.50222308488614
436,Athens ATH,Berlin SXFBerlin (Schonefeld) SXF FR171,88.79411732382144
437,Vienna VIE,Duesseldor DUS EW5866,109.70017857142858
438,Milan MXPMilan (Malpensa) MXP,Budapest BUD W62334,128.42415728962817
439,Bergen BGO,Chania CHQ,136.34872189196176
440,Oslo OSLOslo (Gardermoen) OSL,Bordeaux BOD DY1452,130.31294776119404
441,Dubrovnik DBV,Cologne CGNCologne-Bonn CGN EW955,246.03759086437054
442,Riga RIX,Kazan KZN,375.95193488008556
443,Budapest BUD,Madrid MAD,156.09044117647056
444,Bristol BRS,Salzburg SZG,98.31675654242665
445,Cagliari CAG,Madrid MAD,155.95444444444445
446,Bristol BRS,Ibiza IBZ,66.39
447,Barcelona BCN,Vienna VIE OE1323,73.57369565217392
448,Faro FAO,Birmingham BHX MT1411,222.718
449,Barcelona GROBarcelona (Girona) GRO,Edinburgh EDI FR9303,58.24625
450,Bordeaux BOD,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21104,55.105000000000004
451,Pisa PSA,Leeds LBA,77.8
452,London STNLondon (Stansted) STN,Bremen BRE,36.51901724122311
453,Stuttgart STR,Copenhagen CPH,41.20701444410117
454,Lille LIL,Bordeaux BOD,30.700000000000017
455,Billund BLL,London STNLondon (Stansted) STN,38.33891182314885
456,Stuttgart STR,Krakow KRK,53.54233152459015
457,Gdansk GDN,Manchester MAN,45.367180571631934
458,Milan MXPMilan (Malpensa) MXP,Luxembourg LUX U22671,42.236853700177974
459,Milan MXPMilan (Malpensa) MXP,Naples NAP U22889,42.48
460,Copenhagen CPH,Geneva GVA U21468,48.42349206349206
461,London STNLondon (Stansted) STN,Krakow KRK FR2432,49.34014790764791
462,Innsbruck INN,London LTNLondon (Luton) LTN,51.54530821917808
463,Naples NAP,Dubrovnik DBV,85.97776632610591
464,Zadar ZAD,Krakow KRK,52.60893939393939
465,Vienna VIE,Kos KGS,69.19717073170733
466,Dublin DUB,Oslo OSLOslo (Gardermoen) OSL,94.2701954183845
467,Lyon LYS,Krakow KRK U24479,78.21900000000001
468,Split SPU,Lyon LYS U24382,72.98751065643648
469,Split SPU,London LGWLondon (Gatwick) LGW U28394,97.71559320700078
470,Dublin DUB,Salzburg SZG,111.31436214775324
471,Brussels CRLBrussels (Charleroi) CRL,Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC922,234.84160714285713
472,Kazan KZN,Prague PRG QS907,344.8936760996879
473,Budapest BUD,Lisbon LIS,345.51406696881344
474,Frankfurt FRA,Chania CHQ,159.42666666666668
475,Bari BRI,London STNLondon (Stansted) STN,66.84461538461538
476,Rabat RBA,London STNLondon (Stansted) STN,58.74
477,Athens ATH,London LTNLondon (Luton) LTN,52.70838523644753
478,Thessaloni SKG,London STNLondon (Stansted) STN,64.53678260869565
479,East Midla EMA,Rzeszow RZERzeszow-Jasionka RZE,46.20791666666666
480,London STNLondon (Stansted) STN,Krakow KRK FR2436,48.49
481,Madrid MAD,Vienna VIE OE307,84.15999999999998
482,Poitiers PIS,London STNLondon (Stansted) STN,17.829126442307675
483,Brindisi BDS,Berlin TXLBerlin (Tegel) TXL,20.284621669180495
484,Bologna BLQ,Cologne CGNCologne-Bonn CGN,35.711182795698925
485,Lyon LYS,Fuertevent FUE,28.235
486,Brussels CRLBrussels (Charleroi) CRL,La Rochell LRH,41.00498402330054
487,Venice VCEVenice (Marco Polo) VCE,Liverpool LPL,31.781538461538464
488,Cork ORK,Liverpool LPL,32.730618872549016
489,Knock NOC,Liverpool LPL,33.64826711212815
490,Wroclaw WRO,Paris BVAParis (Beauvais) BVA,43.73473459061366
491,Lisbon LIS,Lyon LYS,39.52125
492,Brussels BRU,Berlin SXFBerlin (Schonefeld) SXF,39.939477448091964
493,Brussels CRLBrussels (Charleroi) CRL,Ancona AOI,39.974139705882365
494,Brussels CRLBrussels (Charleroi) CRL,Nador NDR FR6046,40.07
495,Hamburg HAM,Zadar ZAD,61.023263427109974
496,Dublin DUB,Warsaw WMIWarsaw (Modlin) WMI,64.42418260806257
497,Manchester MAN,Bordeaux BOD FR3086,55.13227504403207
498,Milan BGYMilan (Bergamo) BGY,London STNLondon (Stansted) STN FR4195,56.74855809177053
499,Kirkenes KKN,Vadso VDS,74.45045632333768
500,Marseille MRS,Vienna VIE OE165,81.87142857142857
501,Dublin DUB,London LGWLondon (Gatwick) LGW FR112,91.02354489233537
502,Dublin DUB,Milan BGYMilan (Bergamo) BGY FR4038,93.91386
503,Dubrovnik DBV,London SENLondon (Southend) SEN U27378,97.07008945350672
504,Lisbon LIS,Oslo OSLOslo (Gardermoen) OSL,100.41639564421445
505,Split SPU,Stuttgart STR EW2965,123.06971830102268
506,Rome CIARome (Ciampino) CIA,Cagliari CAG FR4879,126.78125
507,Thessaloni SKG,London LGWLondon (Gatwick) LGW U28092,155.26998238195915
508,Marseille MRS,Milan BGYMilan (Bergamo) BGY FR1852,153.18924074766358
509,Brussels BRU,Malaga AGP FR2943,217.60473283972124
510,Thessaloni SKG,Riga RIX BT596,333.37463876754407
511,Barcelona GROBarcelona (Girona) GRO,London LTNLondon (Luton) LTN,88.85658444022769
512,Riga RIX,Bordeaux BOD,262.9625108932462
513,Corfu CFU,East Midla EMA,69.14377777777777
514,Oslo OSLOslo (Gardermoen) OSL,Alicante ALC DY5321,258.86423076923074
515,Rhodes RHO,Brussels BRU,79.98
516,Warsaw WMIWarsaw (Modlin) WMI,Naples NAP FR4553,69.985
517,Heraklion HER,Bari BRI V71619,153.36
518,Berlin SXFBerlin (Schonefeld) SXF,Cologne CGNCologne-Bonn CGN FR185,44.747499999999995
519,London STNLondon (Stansted) STN,Menorca MAH,81.418
520,Barcelona BCN,Katowice KTW,86.32
521,Cagliari CAG,Nice NCE,75.70673148148148
522,Szczecin SZZ,Oslo TRFOslo (Torp) TRF W62159,33.1040756302521
523,Brussels CRLBrussels (Charleroi) CRL,Barcelona GROBarcelona (Girona) GRO,44.023916886253836
524,Bristol BRS,Porto OPO,74.92492861799218
525,Nice NCE,Brussels BRU,111.1113233450778
526,Milan BGYMilan (Bergamo) BGY,Thessaloni SKG,75.69200718656121
527,Rome CIARome (Ciampino) CIA,Corfu CFU,47.80592105263158
528,Verona VRN,London STNLondon (Stansted) STN FR4542,60.33
529,Barcelona BCN,Nice NCE U21700,66.94884615384615
530,Naples NAP,Oslo OSLOslo (Gardermoen) OSL,104.85892276422764
531,Nice NCE,Hamburg HAM U21653,81.01846153846155
532,Thessaloni SKG,Paris BVAParis (Beauvais) BVA FR3093,92.70491043079036
533,Stavanger SVG,Katowice KTW W61222,126.235
534,Oslo OSLOslo (Gardermoen) OSL,Berlin SXFBerlin (Schonefeld) SXF DY1104,114.1343731884058
535,Innsbruck INN,London LGWLondon (Gatwick) LGW U28292,112.40487344913151
536,Barcelona BCN,Krakow KRK,59.20103092783505
537,Corfu CFU,Marseille MRS,86.51953488372092
538,Madrid MAD,Paris BVAParis (Beauvais) BVA FR5444,83.45681818181818
539,Venice VCEVenice (Marco Polo) VCE,Paris CDGParis (Charles de Gaulle) CDG,29.41
540,London LGWLondon (Gatwick) LGW,Toulouse TLS U28333,72.6
541,Naples NAP,Cagliari CAG,23.05
542,Barcelona BCN,Paris BVAParis (Beauvais) BVA,241.74684210526314
543,Rome CIARome (Ciampino) CIA,Karlsruhe FKBKarlsruhe-Baden Baden FKB,60.970000000000006
544,Malaga AGP,Bordeaux BOD,47.579254277936215
545,Milan MXPMilan (Malpensa) MXP,Olbia OLB,21.844886363636363
546,Cork ORK,London LTNLondon (Luton) LTN,27.744599056603775
547,Rome CIARome (Ciampino) CIA,Dusseldorf NRNDusseldorf (Weeze) NRN,27.98
548,Milan MXPMilan (Malpensa) MXP,Faro FAO,34.192216336190526
549,Stavanger SVG,Katowice KTW,35.2
550,Karlsruhe FKBKarlsruhe-Baden Baden FKB,Zadar ZAD,40.91387234510841
551,Porto OPO,Nuernberg NUE,51.41366255144034
552,Dublin DUB,Naples NAP,57.79529554162311
553,Lyon LYS,Venice VCEVenice (Marco Polo) VCE U24465,60.895553074544836
554,Dublin DUB,Bournemout BOH FR2269,64.11427480916032
555,Katowice KTW,Cologne CGNCologne-Bonn CGN W61099,65.083125
556,Stavanger SVG,Gdansk GDN W61748,107.06829411764706
557,Krakow KRK,Vienna VIE OE305,68.86748067927599
558,Barcelona BCN,Bristol BRS U26026,66.69554166666667
559,Warsaw WMIWarsaw (Modlin) WMI,Madrid MAD FR1063,73.63443053817272
560,Warsaw WMIWarsaw (Modlin) WMI,Belfast BFS FR4551,86.33522727272728
561,Zadar ZAD,Nuernberg NUE FR5458,84.2400975243811
562,Vienna VIE,Hanover HAJ EW5804,120.1063594470046
563,Preveza PVKPreveza-Lefkas PVK,Berlin TXLBerlin (Tegel) TXL U25672,188.8685714285714
564,Toulouse TLS,Prague PRG V72094,263.23154553049284
565,Oslo OSLOslo (Gardermoen) OSL,Barcelona BCN DY1740,268.6888575268817
566,Eindhoven EIN,Warsaw WMIWarsaw (Modlin) WMI,110.57823527347261
567,Bristol BRS,Dubrovnik DBV,97.70090909090908
568,Edinburgh EDI,Billund BLL,60.438625
569,Stockholm NYOStockholm (Skavsta) NYO,Rome CIARome (Ciampino) CIA,37.83
570,Bordeaux BOD,Nice NCE U21686,64.0
571,London STNLondon (Stansted) STN,Wroclaw WRO FR8405,54.95
572,Faro FAO,Birmingham BHX LS1222,205.7575
573,London LTNLondon (Luton) LTN,Rzeszow RZERzeszow-Jasionka RZE,55.23999999999999
574,Frankfurt FRA,Pisa PSA,62.97
575,Bordeaux BOD,Malaga AGP,47.212189867690846
576,Milan MXPMilan (Malpensa) MXP,Palermo PMO,24.13268292682927
577,Lisbon LIS,Madeira FNCMadeira (Funchal) FNC,24.6899431818182
578,Gdansk GDN,Krakow KRK,32.04004944276235
579,Toulouse TLS,Luxembourg LUX FR2071,33.0878046875
580,Warsaw WMIWarsaw (Modlin) WMI,Brussels CRLBrussels (Charleroi) CRL,43.261875261739036
581,Paris CDGParis (Charles de Gaulle) CDG,Porto OPO,61.8208594512904
582,Muenster FMOMuenster-Osnabrueck FMO,Vienna VIE,42.42
583,Copenhagen CPH,Venice VCEVenice (Marco Polo) VCE U23322,44.20358363031002
584,Stuttgart STR,Milan MXPMilan (Malpensa) MXP U22572,49.68847298306522
585,London STNLondon (Stansted) STN,Berlin SXFBerlin (Schonefeld) SXF FR145,50.48113084005261
586,Bordeaux BOD,Berlin SXFBerlin (Schonefeld) SXF U24127,53.65147171010806
587,London STNLondon (Stansted) STN,Dublin DUB FR225,65.07641649048625
588,Liverpool LPL,Madrid MAD U27103,67.1230923694779
589,Vienna VIE,London STNLondon (Stansted) STN OE314,81.61096086652691
590,Lyon LYS,Rome FCORome (Fiumicino) FCO U24473,77.08947450110867
591,Stavanger SVG,London LTNLondon (Luton) LTN W68120,120.4379788293898
592,London LGWLondon (Gatwick) LGW,Pisa PSA U28231,165.87118320538428
593,Zakinthos ZTH,London STNLondon (Stansted) STN U23054,162.955451366815
594,Budapest BUD,Brussels CRLBrussels (Charleroi) CRL,110.22957316751594
595,Malmo MMX,Katowice KTW,50.43842373554311
596,Berlin TXLBerlin (Tegel) TXL,Malaga AGP,71.80441860465116
597,Hamburg HAM,Barcelona BCN,61.43
598,Madrid MAD,Vienna VIE W62846,70.46274774774776
599,Gdansk GDN,Cologne CGNCologne-Bonn CGN,48.42039081385979
600,Berlin SXFBerlin (Schonefeld) SXF,London LTNLondon (Luton) LTN U22104,53.36571428571428
601,Zaragoza ZAZ,Paris BVAParis (Beauvais) BVA,29.98
602,Tenerife S TFS,London STNLondon (Stansted) STN FR8167,54.74
603,Oslo TRFOslo (Torp) TRF,Malaga AGP DY5031,180.72
604,Copenhagen CPH,London SENLondon (Southend) SEN,39.695272380533396
605,Stuttgart STR,Verona VRN,22.50760809451986
606,Bordeaux BOD,Valencia VLC,25.369430894308948
607,Marseille MRS,Palma Mall PMI,35.76803278688524
608,Gdansk GDN,Aalesund AES,51.98791535074816
609,Berlin TXLBerlin (Tegel) TXL,Westerland GWTWesterland-Sylt GWT,37.98290909090909
610,London LGWLondon (Gatwick) LGW,Krakow KRK,51.8095652173913
611,Vienna VIE,Stockholm NYOStockholm (Skavsta) NYO W62859,42.48982360337031
612,Ponta Delg PDLPonta Delgada (Azores) PDL,Manchester MAN,42.81333333333333
613,Corfu CFU,Milan MXPMilan (Malpensa) MXP,42.13324534161491
614,Milan BGYMilan (Bergamo) BGY,Vienna VIE OE1319,46.818325564670786
615,Naples NAP,Copenhagen CPH,45.36675010175011
616,Zakinthos ZTH,Naples NAP,48.765
617,Wroclaw WRO,Dublin DUB,60.57597027338774
618,Warsaw WMIWarsaw (Modlin) WMI,Madrid MAD,53.53895448508994
619,Berlin SXFBerlin (Schonefeld) SXF,Oslo OSLOslo (Gardermoen) OSL,95.58827585089098
620,London LTNLondon (Luton) LTN,Edinburgh EDI U217,66.97
621,Vienna VIE,Oslo TRFOslo (Torp) TRF,72.66678411154022
622,Copenhagen CPH,Manchester MAN U21986,72.20902704733285
623,Vienna VIE,Brussels CRLBrussels (Charleroi) CRL OE138,73.67709606345475
624,Dublin DUB,Birmingham BHX FR662,93.2263505116959
625,Dublin DUB,Dubrovnik DBV,95.61580480235777
626,Dublin DUB,Bratislava BTS FR4282,104.37896059782608
627,Oslo OSLOslo (Gardermoen) OSL,Malaga AGP DY1800,301.0833754934072
628,Trondheim TRD,Krakow KRK DY1038,291.0226923076923
629,Moscow SVOMoscow (Sheremetyevo) SVO,Malta MLA KM561,400.56212663093106
630,Lisbon LIS,Barcelona BCN VY8461,401.2914622929396
631,Riga RIX,Billund BLL,411.3163246001687
632,Stuttgart STR,Zagreb ZAG,121.14444709702065
633,Eindhoven EIN,Milan BGYMilan (Bergamo) BGY,125.97193639291467
634,Milan MXPMilan (Malpensa) MXP,Zakinthos ZTH,146.33912162162164
635,Hamburg HAM,Milan BGYMilan (Bergamo) BGY,39.85
636,Brussels CRLBrussels (Charleroi) CRL,Chania CHQ FR6273,131.17875
637,Dublin DUB,Vienna VIE EI664,98.01399999999998
638,Catania CTA,Bristol BRS,65.79
639,Marseille MRS,Bordeaux BOD,21.00483072916667
640,Stuttgart STR,Nice NCE,37.11925947473215
641,Beziers BZR,London LTNLondon (Luton) LTN,24.344869874627477
642,Nantes NTE,Porto OPO,85.14298959339149
643,London SENLondon (Southend) SEN,Dublin DUB,48.244634546969095
644,Toulouse TLS,Pisa PSA,28.06
645,London STNLondon (Stansted) STN,Dublin DUB,50.24083768604858
646,Porto OPO,Paris CDGParis (Charles de Gaulle) CDG,34.925
647,London LGWLondon (Gatwick) LGW,Copenhagen CPH,60.657827855964456
648,Oslo TRFOslo (Torp) TRF,Hamburg HAM,41.04627149662714
649,Hamburg HAM,Oslo TRFOslo (Torp) TRF,67.03653274076362
650,Verona VRN,Athens ATH,64.32969215969216
651,Bordeaux BOD,Lyon LYS U24302,53.01034471544716
652,Cologne CGNCologne-Bonn CGN,Venice TSFVenice (Treviso) TSF FR1604,55.2184
653,Dublin DUB,Carcassonn CCF,54.1989400956456
654,London LGWLondon (Gatwick) LGW,Milan MXPMilan (Malpensa) MXP U28193,69.12
655,Wroclaw WRO,London LTNLondon (Luton) LTN W61801,83.6704761904762
656,Lourdes LDELourdes-Tarbes LDE,London STNLondon (Stansted) STN FR523,85.69111111111111
657,Dublin DUB,Thessaloni SKG,97.0476856724168
658,Venice VCEVenice (Marco Polo) VCE,Catania CTA V71260,122.87291666666667
659,Marseille MRS,Rome FCORome (Fiumicino) FCO FR9796,164.753646953405
660,Oslo OSLOslo (Gardermoen) OSL,Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC1274,238.67522727272683
661,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Barcelona BCN,57.792130261973256
662,London LGWLondon (Gatwick) LGW,Milan MXPMilan (Malpensa) MXP,42.2526338612368
663,London LTNLondon (Luton) LTN,Bari BRI,34.880874999999996
664,Barcelona GROBarcelona (Girona) GRO,Bremen BRE FR3653,78.55846153846154
665,Thessaloni SKG,Brussels BRU,79.98
666,Palermo PMO,Nice NCE,28.06
667,Gdansk GDN,Trondheim TRD,80.9
668,Stuttgart STR,Milan BGYMilan (Bergamo) BGY,32.886571662197234
669,Porto OPO,Lisbon LIS,26.570279243943304
670,Berlin SXFBerlin (Schonefeld) SXF,Cologne CGNCologne-Bonn CGN,27.339256668835393
671,Brussels CRLBrussels (Charleroi) CRL,Bordeaux BOD,41.37617667380407
672,Brussels BRU,Rome FCORome (Fiumicino) FCO,39.652316176470606
673,London STNLondon (Stansted) STN,Edinburgh EDI FR8883,47.846666666666664
674,Brussels BRU,Porto OPO,49.41478124999991
675,Pisa PSA,Kalamata KLX,50.626537162162165
676,Dublin DUB,Tours TUF,52.17832236391058
677,Vienna VIE,Lisbon LIS,76.95827171978239
678,Copenhagen CPH,Marseille MRS,55.23074835526316
679,Frankfurt FRA,Corfu CFU,88.12934469000739
680,Nantes NTE,Manchester MAN FR3544,54.174526542324244
681,London STNLondon (Stansted) STN,Dublin DUB FR2371,60.41390769230769
682,Shannon SNN,East Midla EMA FR4999,67.68769030732861
683,Barcelona BCN,Milan BGYMilan (Bergamo) BGY FR6353,91.64397141327159
684,Thessaloni SKG,Rome CIARome (Ciampino) CIA FR7069,90.12310052642965
685,Honningsva HVG,Hammerfest HFT,94.98551890587288
686,Copenhagen CPH,Zagreb ZAG,112.3600618119052
687,Oslo OSLOslo (Gardermoen) OSL,Berlin SXFBerlin (Schonefeld) SXF DY1102,122.7729196306567
688,Katowice KTW,Milan BGYMilan (Bergamo) BGY W61131,152.0783732351033
689,Rhodes RHO,Berlin TXLBerlin (Tegel) TXL U25692,156.72953125
690,Oslo OSLOslo (Gardermoen) OSL,Kos KGS,185.23571202531642
691,Faro FAO,Barcelona BCN VY8481,504.7766939443535
692,London STNLondon (Stansted) STN,Genova GOA,57.38209880318616
693,London STNLondon (Stansted) STN,Barcelona BCN,63.834194673430574
694,Bologna BLQ,Mikonos JMK,100.25597701149424
695,Cologne CGNCologne-Bonn CGN,Kos KGS,101.5613868549512
696,Manchester MAN,Chania CHQ,164.93638888888887
697,Palermo PMO,Santorini JTR,150.67
698,Rhodes RHO,Athens ATH OA203,96.18761904761905
699,Bristol BRS,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U26085,73.04571428571428
700,Manchester MAN,Tivat TIV U21983,148.73
701,Milan MXPMilan (Malpensa) MXP,Split SPU U22931,25.26
702,Rome CIARome (Ciampino) CIA,Berlin SXFBerlin (Schonefeld) SXF FR135,43.45
703,Catania CTA,Venice VCEVenice (Marco Polo) VCE,21.406571078431377
704,Venice VCEVenice (Marco Polo) VCE,Lyon LYS,40.92412845049689
705,Beziers BZR,Bristol BRS,28.796666666666667
706,Poitiers PIS,Manchester MAN,29.069699377930057
707,Porto OPO,Brive BVE,31.46420729341783
708,Milan BGYMilan (Bergamo) BGY,Brussels CRLBrussels (Charleroi) CRL,50.08794099560365
709,Frankfurt FRA,Berlin TXLBerlin (Tegel) TXL,35.7465625
710,Milan MXPMilan (Malpensa) MXP,Zadar ZAD,67.42149958892001
711,Barcelona BCN,Bordeaux BOD U21771,44.34860339683947
712,Milan MXPMilan (Malpensa) MXP,Lisbon LIS,80.22424028822056
713,Barcelona BCN,Palma Mall PMI FR6578,44.32000000000001
714,Dubrovnik DBV,Berlin TXLBerlin (Tegel) TXL,47.15940251572328
715,Lyon LYS,London LTNLondon (Luton) LTN U22428,50.36
716,Zadar ZAD,Brussels CRLBrussels (Charleroi) CRL,51.76283806818165
717,Vienna VIE,Rome FCORome (Fiumicino) FCO W62815,65.71998021978021
718,London SENLondon (Southend) SEN,Palma Mall PMI FR2803,57.768928571428575
719,Farranfore KIR,Alicante ALC,57.980000000000004
720,Berlin TXLBerlin (Tegel) TXL,Frankfurt FRA U25543,58.05712962962963
721,Wroclaw WRO,Palma Mall PMI,59.932
722,Brussels CRLBrussels (Charleroi) CRL,Madrid MAD FR5463,65.56556011682507
723,Faro FAO,Dublin DUB,68.77694588316342
724,Aalborg AAL,Copenhagen CPH,83.05780214343615
725,Bergen BGO,Oslo OSLOslo (Gardermoen) OSL,85.20000000000002
726,Malaga AGP,Brussels CRLBrussels (Charleroi) CRL FR1915,75.17125
727,Moscow VKOMoscow (Vnukovo) VKO,Genova GOA,107.06462215229504
728,Porto OPO,Paris ORYParis (Orly) ORY TO3401,143.8703846153846
729,Trondheim TRD,Barcelona BCN DY5533,411.71488174038257
730,Riga RIX,Athens ATH,282.23176846590843
731,Prague PRG,Madeira FNCMadeira (Funchal) FNC,595.1948977272727
732,Madrid MAD,Bordeaux BOD,57.979733333333336
733,Sevilla SVQ,Venice VCEVenice (Marco Polo) VCE,26.017249283667635
734,Rhodes RHO,Brussels CRLBrussels (Charleroi) CRL,73.03362694300517
735,Heraklion HER,Naples NAP,48.23
736,Duesseldor DUS,Milan BGYMilan (Bergamo) BGY,20.606241192061553
737,Toulouse TLS,Ibiza IBZ,21.600625
738,Barcelona BCN,Paris CDGParis (Charles de Gaulle) CDG,25.819999999999997
739,Marseille MRS,Cagliari CAG,28.07
740,Wroclaw WRO,Leeds LBA,33.410625
741,Paris CDGParis (Charles de Gaulle) CDG,Lisbon LIS,64.80335497261969
742,Manchester MAN,Porto OPO,81.07596697921429
743,Paris BVAParis (Beauvais) BVA,Lisbon LIS,58.784182334508415
744,Manchester MAN,Cologne CGNCologne-Bonn CGN FR1593,40.675294117647056
745,Venice VCEVenice (Marco Polo) VCE,Lyon LYS U24466,44.83911743292775
